chrom	start	end	name	score	strand	Gene_id	Biotype	IP1	IN1	IP2	IN2	IP3	IN3
XII	572957	573174	.	.	.	YLR217W	protein_coding	125	94	201	82	79	75
XII	604376	604892	.	.	.	YLR229C	protein_coding	334	194	523	229	229	183
XII	604376	604892	.	.	.	YLR230W	protein_coding	334	194	523	229	229	183
XII	625617	625973	.	.	.	YLR244C	protein_coding	124	22	136	47	64	40
XII	658829	659011	.	.	.	YLR257W	protein_coding	70	43	132	72	40	48
XII	663354	663735	.	.	.	YLR259C	protein_coding	124	64	260	70	127	57
XII	663817	664062	.	.	.	YLR259C	protein_coding	82	28	172	25	81	23
XII	664403	664696	.	.	.	YLR259C	protein_coding	139	94	254	95	122	105
XII	669507	669684	.	.	.	YLR262C-A	protein_coding	145	134	357	116	99	81
XII	720680	721399	.	.	.	YLR293C	protein_coding	584	52	346	63	245	70
XII	781149	781322	.	.	.	YLR325C	protein_coding	1154	1321	2434	1162	722	1008
XII	795666	795897	.	.	.	YLR333C	protein_coding	762	652	1601	629	514	490
XII	805862	806818	.	.	.	YLR339C	protein_coding	644	139	1811	196	1328	157
XII	805862	806818	.	.	.	YLR340W	protein_coding	644	139	1811	196	1328	157
XII	819749	820190	.	.	.	YLR344W	protein_coding	880	287	1613	275	688	308
XII	829586	829756	.	.	.	YLR351C	protein_coding	73	54	130	61	57	63
XII	836313	837334	.	.	.	YLR354C	protein_coding	892	427	648	322	334	423
XII	837912	839283	.	.	.	YLR355C	protein_coding	784	247	1703	304	862	280
XII	898599	898844	.	.	.	YLR388W	protein_coding	376	167	709	148	228	100
XII	963809	964819	.	.	.	YLR420W	protein_coding	582	361	826	375	316	373
XII	96461	97515	.	.	.	YLL024C	protein_coding	1268	658	2415	689	1034	681
XIII	111087	111342	.	.	.	YML078W	protein_coding	85	10	206	20	101	20
XIII	123210	123732	.	.	.	YML073C	protein_coding	409	165	882	197	620	177
XIII	170580	170737	.	.	.	YML052W	protein_coding	63	39	98	56	39	47
XIII	21434	21607	.	.	.	YML125C	protein_coding	85	66	115	59	42	48
XIII	220133	220806	.	.	.	YML028W	protein_coding	1854	1012	2283	900	1215	1159
XIII	24018	24639	.	.	.	YML123C	protein_coding	243	144	310	191	186	157
XIII	24796	25214	.	.	.	YML123C	protein_coding	245	161	376	204	146	225
XIII	25307	25481	.	.	.	YML123C	protein_coding	99	83	174	101	75	110
XIII	25625	25787	.	.	.	YML123C	protein_coding	72	49	145	47	35	34
XIII	298257	298408	.	.	.	YMR013W-A	protein_coding	104	43	186	27	31	16
XIII	298257	298408	.	.	.	snR73	snoRNA	104	43	186	27	31	16
XIII	347776	347959	.	.	.	YMR038C	protein_coding	109	81	161	78	65	81
XIII	348076	348228	.	.	.	YMR038C	protein_coding	62	53	90	45	43	26
XIII	411662	412161	.	.	.	YMR072W	protein_coding	170	83	245	88	105	89
XIII	425134	426124	.	.	.	YMR079W	protein_coding	457	111	701	127	230	127
XIII	499607	499888	.	.	.	YMR116C	protein_coding	2701	2703	4839	2951	1920	2885
XIII	500467	500631	.	.	.	YMR116C	protein_coding	1574	1433	2691	1199	912	1149
XIII	511265	511759	.	.	.	YMR122W-A	protein_coding	676	68	869	103	404	79
XIII	513670	513940	.	.	.	YMR123W	protein_coding	95	33	157	32	55	37
XIII	550125	550815	.	.	.	YMR142C	protein_coding	3869	1613	5998	1659	2954	1718
XIII	552506	552891	.	.	.	YMR143W	protein_coding	1811	969	3587	1113	1566	1054
XIII	557493	558547	.	.	.	YMR146C	protein_coding	693	318	1098	388	436	316
XIII	667564	667765	.	.	.	YMR202W	protein_coding	225	159	442	179	145	129
XIII	667844	668021	.	.	.	YMR202W	protein_coding	282	192	442	234	200	191
XIII	702110	702630	.	.	.	YMR217W	protein_coding	299	203	341	237	126	224
XIII	721691	722428	.	.	.	YMR226C	protein_coding	435	241	740	273	305	298
XIII	732853	733003	.	.	.	YMR230W	protein_coding	428	497	952	479	312	419
XIII	742108	742685	.	.	.	YMR235C	protein_coding	300	213	516	200	199	188
XIII	753218	753744	.	.	.	YMR242C	protein_coding	3343	1224	6205	1514	2880	1351
XIII	774787	774979	.	.	.	YMR251W-A	protein_coding	216	237	533	218	162	141
XIII	789575	789802	.	.	.	YMR260C	protein_coding	350	291	667	307	222	243
XIII	810166	810627	.	.	.	YMR272C	protein_coding	151	69	272	74	105	87
XIII	810166	810627	.	.	.	YMR272W-A	protein_coding	151	69	272	74	105	87
XIII	819510	819837	.	.	.	YMR276W	protein_coding	103	23	95	29	41	12
XIII	86206	86431	.	.	.	YML092C	protein_coding	86	57	139	59	50	58
XIII	863903	864295	.	.	.	YMR298W	protein_coding	157	61	218	62	96	59
XIII	873958	874218	.	.	.	YMR303C	protein_coding	1196	706	1874	803	658	640
XIII	98719	98882	.	.	.	YML085C	protein_coding	53	33	105	48	33	38
XIII	98945	99115	.	.	.	YML085C	protein_coding	65	38	104	53	58	52
XIV	108492	109046	.	.	.	YNL281W	protein_coding	394	104	575	76	290	86
XIV	167543	167754	.	.	.	YNL255C	protein_coding	393	312	905	307	352	230
XIV	187146	187505	.	.	.	YNL244C	protein_coding	385	271	936	313	333	213
XIV	252082	252407	.	.	.	YNL209W	protein_coding	717	581	1132	499	402	461
XIV	252557	252792	.	.	.	YNL209W	protein_coding	752	748	1054	737	394	729
XIV	254490	254992	.	.	.	YNL208W	protein_coding	406	218	851	231	412	241
XIV	331849	332015	.	.	.	YNL162W	protein_coding	476	537	1063	477	273	333
XIV	359650	359863	.	.	.	YNL141W	protein_coding	77	80	156	89	33	60
XIV	371774	372225	.	.	.	YNL135C	protein_coding	890	417	1648	401	644	350
XIV	378794	379461	.	.	.	YNL131W	protein_coding	413	262	853	271	345	226
XIV	417060	417210	.	.	.	YNL111C	protein_coding	51	31	89	32	52	26
XIV	418117	418305	.	.	.	YNL110C	protein_coding	67	40	94	44	54	47
XIV	443263	443904	.	.	.	YNL096C	protein_coding	738	57	1121	100	654	84
XIV	444167	444354	.	.	.	YNL096C	protein_coding	130	3	203	4	36	3
XIV	493897	494542	.	.	.	YNL069C	protein_coding	3586	1846	7700	1918	3615	1873
XIV	499725	499889	.	.	.	YNL067W	protein_coding	177	170	291	166	120	145
XIV	506077	506236	.	.	.	YNL064C	protein_coding	144	119	198	134	88	85
XIV	506634	506885	.	.	.	YNL064C	protein_coding	135	105	241	123	83	103
XIV	506991	507196	.	.	.	YNL064C	protein_coding	93	74	166	77	55	52
XIV	518022	518837	.	.	.	YNL055C	protein_coding	311	91	458	81	201	92
XIV	531816	532316	.	.	.	YNL052W	protein_coding	165	72	242	85	100	75
XIV	575431	576071	.	.	.	YNL031C	protein_coding	2081	839	3533	875	1557	759
XIV	576749	576931	.	.	.	YNL030W	protein_coding	412	363	901	344	341	267
XIV	613660	613837	.	.	.	YNL010W	protein_coding	152	125	269	97	110	110
XIV	618921	619355	.	.	.	YNL007C	protein_coding	157	104	232	100	78	91
XIV	62215	62375	.	.	.	YNL302C	protein_coding	922	921	2352	742	754	496
XIV	626479	626934	.	.	.	YNL002C	protein_coding	134	109	135	111	71	91
XIV	662876	663051	.	.	.	YNR017W	protein_coding	58	16	64	22	33	16
XIV	668447	668763	.	.	.	YNR021W	protein_coding	128	117	214	136	84	109
XIV	694389	694589	.	.	.	YNR036C	protein_coding	69	55	115	44	36	50
XV	1018015	1018488	.	.	.	YOR362C	protein_coding	197	130	320	171	90	179
XV	110331	110513	.	.	.	YOL109W	protein_coding	603	674	1060	579	410	447
XV	144367	144526	.	.	.	YOL092W	protein_coding	61	54	88	51	29	31
XV	159779	160066	.	.	.	YOL086C	protein_coding	3965	3169	6920	3540	2509	3191
XV	160159	160363	.	.	.	YOL086C	protein_coding	3819	2668	6385	2774	2208	2415
XV	160426	160590	.	.	.	YOL086C	protein_coding	1462	1024	2609	866	640	542
XV	186150	186321	.	.	.	YOL077C	protein_coding	107	89	161	96	79	97
XV	253058	253617	.	.	.	YOL040C	protein_coding	1549	94	1879	118	1543	95
XV	254266	254727	.	.	.	YOL039W	protein_coding	2329	690	4416	751	1959	637
XV	255418	255600	.	.	.	YOL038W	protein_coding	94	89	146	83	52	82
XV	303699	303986	.	.	.	YOL012C	protein_coding	83	12	125	20	45	17
XV	315820	316096	.	.	.	YOL005C	protein_coding	111	24	159	26	86	18
XV	413867	414061	.	.	.	YOR045W	protein_coding	68	57	139	46	41	35
XV	54662	55074	.	.	.	YOL143C	protein_coding	1178	823	2182	836	865	687
XV	552213	552388	.	.	.	YOR122C	protein_coding	301	246	642	253	277	271
XV	552465	552660	.	.	.	YOR122C	protein_coding	264	211	521	178	199	158
XV	605768	605979	.	.	.	YOR145C	protein_coding	111	95	135	91	63	69
XV	605768	605979	.	.	.	YOR146W	protein_coding	111	95	135	91	63	69
XV	60850	61000	.	.	.	YOL139C	protein_coding	228	218	437	175	167	160
XV	648851	649002	.	.	.	YOR167C	protein_coding	478	541	1218	357	257	252
XV	738351	738509	.	.	.	YOR210W	protein_coding	89	66	169	56	52	52
XV	761034	761211	.	.	.	YOR224C	protein_coding	137	113	239	85	87	73
XV	771167	771365	.	.	.	YOR230W	protein_coding	96	68	125	56	48	48
XV	774529	774684	.	.	.	YOR232W	protein_coding	55	48	136	46	46	44
XV	780315	780465	.	.	.	snR17a	snoRNA	8287	10390	17291	7959	5189	5987
XV	80767	81151	.	.	.	YOL127W	protein_coding	3577	2516	6619	2413	2654	2426
XV	867564	867750	.	.	.	YOR293W	protein_coding	996	1142	2382	1131	687	932
XV	868779	868939	.	.	.	YOR294W	protein_coding	87	66	184	98	62	68
XV	900317	900735	.	.	.	YOR312C	protein_coding	2347	1872	4820	2041	2070	1874
XV	92283	92445	.	.	.	YOL121C	protein_coding	595	501	1419	408	440	291
XV	930737	931064	.	.	.	YOR327C	protein_coding	114	77	244	73	79	57
XV	93471	93927	.	.	.	YOL120C	protein_coding	2640	1664	6361	1731	2967	1691
XV	94286	94436	.	.	.	YOL120C	protein_coding	154	72	558	36	64	17
XV	943634	944396	.	.	.	YOR331C	protein_coding	1154	270	1514	271	772	273
XV	943634	944396	.	.	.	YOR332W	protein_coding	1154	270	1514	271	772	273
XVI	100504	100661	.	.	.	YPL237W	protein_coding	154	133	277	123	83	76
XVI	100504	100661	.	.	.	YPL238C	protein_coding	154	133	277	123	83	76
XVI	101078	101236	.	.	.	YPL237W	protein_coding	171	131	331	186	126	162
XVI	105301	105451	.	.	.	YPL234C	protein_coding	107	112	256	67	69	72
XVI	135763	136479	.	.	.	YPL220W	protein_coding	3750	1334	3926	1250	2286	1349
XVI	138833	139332	.	.	.	YPL218W	protein_coding	526	341	1090	366	456	344
XVI	174015	174585	.	.	.	YPL197C	protein_coding	1236	368	1856	452	1043	464
XVI	174015	174585	.	.	.	YPL198W	protein_coding	1236	368	1856	452	1043	464
XVI	193615	194292	.	.	.	YPL187W	protein_coding	864	399	1486	414	667	469
XVI	281141	281336	.	.	.	snR17b	snoRNA	3959	4239	8308	3948	2940	3168
XVI	282655	282874	.	.	.	YPL142C	protein_coding	1031	890	2219	833	733	820
XVI	282655	282874	.	.	.	YPL143W	protein_coding	1031	890	2219	833	733	820
XVI	297851	298122	.	.	.	YPL135W	protein_coding	87	56	143	89	63	84
XVI	30099	30286	.	.	.	YPL271W	protein_coding	83	1	142	1	54	9
XVI	303109	303987	.	.	.	YPL131W	protein_coding	4902	2814	7646	3020	3112	2636
XVI	350685	352229	.	.	.	YPL106C	protein_coding	802	312	916	376	506	370
XVI	432654	433367	.	.	.	YPL061W	protein_coding	231	21	338	30	162	20
XVI	481467	481896	.	.	.	YPL037C	protein_coding	1265	921	2281	894	1144	921
XVI	550755	551120	.	.	.	YPL004C	protein_coding	112	71	151	80	58	59
XVI	592260	593091	.	.	.	YPR016C	protein_coding	496	226	766	232	331	201
XVI	623646	624233	.	.	.	YPR028W	protein_coding	566	264	855	285	393	237
XVI	654557	654829	.	.	.	YPR043W	protein_coding	315	119	2374	148	994	108
XVI	654557	654829	.	.	.	YPR044C	protein_coding	315	119	2374	148	994	108
XVI	665582	665948	.	.	.	YPR052C	protein_coding	288	56	491	66	199	56
XVI	665582	665948	.	.	.	YPR053C	protein_coding	288	56	491	66	199	56
XVI	677229	677446	.	.	.	YPR062W	protein_coding	106	88	242	85	83	58
XVI	677767	678171	.	.	.	YPR063C	protein_coding	139	13	139	25	96	20
XVI	684672	685432	.	.	.	YPR069C	protein_coding	553	375	804	371	305	375
XVI	693049	693459	.	.	.	YPR074C	protein_coding	167	121	330	141	108	147
XVI	694331	694817	.	.	.	YPR074C	protein_coding	192	138	269	153	148	146
XVI	700598	701428	.	.	.	YPR080W	protein_coding	12445	9411	17713	9500	6490	9146
XVI	701489	701887	.	.	.	YPR080W	protein_coding	6236	4785	8412	4994	3427	4995
XVI	719136	719286	.	.	.	snR41	snoRNA	362	129	1051	60	72	21
XVI	75636	76001	.	.	.	YPL249C-A	protein_coding	2685	1440	5557	1368	2104	1194
XVI	75636	76001	.	.	.	YPL250W-A	protein_coding	2685	1440	5557	1368	2104	1194
XVI	829870	830605	.	.	.	YPR149W	protein_coding	385	158	605	177	244	146
XVI	883451	883671	.	.	.	YPR169W-A	protein_coding	173	65	318	66	120	56
XVI	883451	883671	.	.	.	YPR170W-A	protein_coding	173	65	318	66	120	56
XVI	883451	883671	.	.	.	YPR170W-B	protein_coding	173	65	318	66	120	56
XVI	911358	911548	.	.	.	YPR187W	protein_coding	103	63	216	65	95	46
