chrom	start	end	name	score	strand	Gene_id	Biotype	IP1	IN1	IP2	IN2	IP3	IN3
XII	1029221	1029985	.	.	.	YLR448W	protein_coding	1323	99	2238	210	2013	245
XII	1031190	1031367	.	.	.	YLR449W	protein_coding	51	8	25	3	43	5
XII	110316	111488	.	.	.	YLL018C	protein_coding	416	95	323	101	443	145
XII	231669	231991	.	.	.	YLR043C	protein_coding	249	50	347	142	429	248
XII	232323	234116	.	.	.	YLR044C	protein_coding	20736	2040	15130	2556	11271	2969
XII	242596	243541	.	.	.	YLR048W	protein_coding	2160	395	3230	798	2859	847
XII	261044	261269	.	.	.	YLR060W	protein_coding	76	11	58	22	82	50
XII	261712	262771	.	.	.	YLR060W	protein_coding	354	84	315	302	394	219
XII	263544	263939	.	.	.	YLR061W	protein_coding	922	216	1759	592	1739	791
XII	263544	263939	.	.	.	YLR062C	protein_coding	922	216	1759	592	1739	791
XII	282917	283609	.	.	.	YLR075W	protein_coding	6093	2048	6613	6250	9067	7077
XII	282917	283609	.	.	.	YLR076C	protein_coding	6093	2048	6613	6250	9067	7077
XII	368750	369369	.	.	.	YLR109W	protein_coding	754	27	453	31	520	51
XII	369596	370154	.	.	.	YLR110C	protein_coding	2346	136	4626	303	2079	315
XII	39735	40248	.	.	.	YLL050C	protein_coding	414	101	556	437	683	271
XII	440430	441460	.	.	.	YLR149C-A	protein_coding	2439	236	2253	451	2508	458
XII	440430	441460	.	.	.	YLR150W	protein_coding	2439	236	2253	451	2508	458
XII	453056	453219	.	.	.	RDN25-1	rRNA	50209	20549	17950	6200	38717	5576
XII	453056	453219	.	.	.	RDN37-1	rRNA	50209	20549	17950	6200	38717	5576
XII	457424	457576	.	.	.	RDN18-1	rRNA	26424	26181	13918	23565	22337	7359
XII	457424	457576	.	.	.	RDN37-1	rRNA	26424	26181	13918	23565	22337	7359
XII	462193	462356	.	.	.	RDN25-2	rRNA	49571	20138	17881	6001	38620	5556
XII	462193	462356	.	.	.	RDN37-2	rRNA	49571	20138	17881	6001	38620	5556
XII	466561	466713	.	.	.	RDN18-2	rRNA	26672	26516	13991	22989	21699	7441
XII	466561	466713	.	.	.	RDN37-2	rRNA	26672	26516	13991	22989	21699	7441
XII	47774	48659	.	.	.	YLL044W	protein_coding	2816	491	3641	1435	4168	1265
XII	47774	48659	.	.	.	YLL045C	protein_coding	2816	491	3641	1435	4168	1265
XII	506188	507598	.	.	.	YLR175W	protein_coding	605	119	331	133	578	227
XII	514050	514696	.	.	.	YLR179C	protein_coding	414	105	419	187	715	384
XII	522976	523355	.	.	.	YLR185W	protein_coding	1214	165	1329	261	1514	233
XII	523758	523961	.	.	.	YLR186W	protein_coding	67	9	61	23	88	11
XII	538616	538868	.	.	.	YLR192C	protein_coding	88	10	57	16	99	21
XII	546108	546408	.	.	.	YLR197W	protein_coding	160	76	139	108	165	112
XII	546569	547439	.	.	.	YLR197W	protein_coding	526	172	368	435	493	248
XII	546569	547439	.	.	.	YLR198C	protein_coding	526	172	368	435	493	248
XII	559596	560544	.	.	.	YLR208W	protein_coding	300	79	246	264	338	160
XII	572045	573174	.	.	.	YLR216C	protein_coding	630	62	300	238	408	149
XII	572045	573174	.	.	.	YLR217W	protein_coding	630	62	300	238	408	149
XII	604427	604898	.	.	.	YLR229C	protein_coding	170	31	201	112	232	71
XII	604427	604898	.	.	.	YLR230W	protein_coding	170	31	201	112	232	71
XII	625183	626256	.	.	.	YLR244C	protein_coding	338	32	279	68	253	46
XII	663253	664994	.	.	.	YLR259C	protein_coding	927	155	540	234	757	355
XII	669424	669662	.	.	.	YLR262C-A	protein_coding	135	39	111	82	179	42
XII	712357	712768	.	.	.	YLR287C-A	protein_coding	1082	237	894	587	1192	438
XII	720632	721476	.	.	.	YLR293C	protein_coding	1061	47	1001	40	855	35
XII	729217	730188	.	.	.	YLR300W	protein_coding	296	62	161	277	412	257
XII	730831	731591	.	.	.	YLR301W	protein_coding	440	79	251	321	360	147
XII	736946	737435	.	.	.	YLR304C	protein_coding	134	62	99	108	161	124
XII	780947	781392	.	.	.	YLR325C	protein_coding	1446	358	2013	1371	2450	1211
XII	795481	795930	.	.	.	YLR333C	protein_coding	841	258	794	768	1212	211
XII	805802	806890	.	.	.	YLR339C	protein_coding	3524	116	4380	115	2855	232
XII	805802	806890	.	.	.	YLR340W	protein_coding	3524	116	4380	115	2855	232
XII	809816	811011	.	.	.	YLR342W	protein_coding	379	105	584	327	793	454
XII	819748	820228	.	.	.	YLR344W	protein_coding	612	126	714	238	933	187
XII	836238	837351	.	.	.	YLR354C	protein_coding	950	149	699	428	769	325
XII	837854	839341	.	.	.	YLR355C	protein_coding	3055	186	1885	294	1967	509
XII	898631	898867	.	.	.	YLR388W	protein_coding	173	48	175	47	288	78
XII	930950	931427	.	.	.	YLR406C	protein_coding	318	104	352	300	602	104
XII	95459	97535	.	.	.	YLL024C	protein_coding	5741	871	4789	1640	5084	2235
XII	963828	964912	.	.	.	YLR420W	protein_coding	481	79	398	251	436	147
XIII	111072	111551	.	.	.	YML078W	protein_coding	154	19	171	14	185	30
XIII	123166	123773	.	.	.	YML073C	protein_coding	841	122	1641	142	1434	167
XIII	146436	147279	.	.	.	YML063W	protein_coding	4830	1529	6291	5428	7270	5207
XIII	159398	159828	.	.	.	YML058W	protein_coding	183	17	167	15	134	13
XIII	220096	220826	.	.	.	YML028W	protein_coding	1776	198	1357	681	1370	484
XIII	222879	223426	.	.	.	YML026C	protein_coding	1004	504	1364	1706	1922	1090
XIII	251986	252884	.	.	.	YML008C	protein_coding	250	31	131	41	216	78
XIII	267213	267768	.	.	.	YML001W	protein_coding	156	36	174	197	254	71
XIII	272201	272805	.	.	.	YMR002W	protein_coding	267	34	166	192	263	87
XIII	291090	291850	.	.	.	YMR012W	protein_coding	241	37	213	130	263	112
XIII	292050	292623	.	.	.	YMR012W	protein_coding	159	15	131	87	158	78
XIII	293000	293275	.	.	.	YMR012W	protein_coding	75	8	56	37	105	41
XIII	294441	295010	.	.	.	YMR012W	protein_coding	183	30	153	74	183	70
XIII	347486	348211	.	.	.	YMR038C	protein_coding	314	62	151	162	278	73
XIII	411617	411828	.	.	.	YMR072W	protein_coding	85	14	86	21	86	20
XIII	413124	413366	.	.	.	YMR074C	protein_coding	79	20	63	66	112	52
XIII	425148	426241	.	.	.	YMR079W	protein_coding	367	41	261	70	256	125
XIII	464032	464714	.	.	.	YMR099C	protein_coding	282	67	230	264	315	175
XIII	484476	484963	.	.	.	YMR108W	protein_coding	195	24	135	156	216	114
XIII	485035	486131	.	.	.	YMR108W	protein_coding	418	81	256	396	402	233
XIII	50321	50862	.	.	.	YML110C	protein_coding	150	33	126	95	159	79
XIII	511291	511722	.	.	.	YMR122W-A	protein_coding	330	14	428	32	357	10
XIII	534156	534631	.	.	.	YMR131C	protein_coding	162	19	126	95	160	74
XIII	550118	550826	.	.	.	YMR142C	protein_coding	1734	342	3133	1140	3594	1634
XIII	552462	552966	.	.	.	YMR143W	protein_coding	1144	263	1601	831	1845	477
XIII	557515	558539	.	.	.	YMR146C	protein_coding	398	42	257	107	404	86
XIII	56627	57446	.	.	.	YML106W	protein_coding	428	154	591	612	786	412
XIII	651610	651922	.	.	.	YMR194W	protein_coding	412	91	398	254	659	357
XIII	668631	669485	.	.	.	YMR203W	protein_coding	223	23	177	48	179	55
XIII	671788	674728	.	.	.	YMR205C	protein_coding	1244	333	1270	609	1901	655
XIII	701764	703418	.	.	.	YMR217W	protein_coding	970	163	709	573	851	313
XIII	730841	731043	.	.	.	YMR229C	protein_coding	56	14	70	44	98	53
XIII	732801	733118	.	.	.	YMR230W	protein_coding	390	176	767	627	838	518
XIII	741758	742666	.	.	.	YMR235C	protein_coding	343	42	305	78	384	158
XIII	753179	753774	.	.	.	YMR242C	protein_coding	1763	356	3073	1069	3227	1433
XIII	774711	775128	.	.	.	YMR251W-A	protein_coding	330	68	230	298	331	33
XIII	789291	789855	.	.	.	YMR260C	protein_coding	455	115	440	244	676	101
XIII	86093	86669	.	.	.	YML092C	protein_coding	152	41	98	82	153	59
XIII	879006	879671	.	.	.	YMR304C-A	protein_coding	258	18	128	72	253	66
XIII	879006	879671	.	.	.	YMR305C	protein_coding	258	18	128	72	253	66
XIII	887008	888739	.	.	.	YMR307C-A	protein_coding	836	199	527	911	1309	867
XIII	887008	888739	.	.	.	YMR307W	protein_coding	836	199	527	911	1309	867
XIII	892773	893232	.	.	.	YMR309C	protein_coding	136	21	139	106	146	43
XIII	894887	895204	.	.	.	YMR309C	protein_coding	101	29	90	73	103	57
XIII	901730	902437	.	.	.	YMR314W	protein_coding	231	40	164	141	299	89
XIV	108480	108991	.	.	.	YNL281W	protein_coding	215	35	151	80	222	71
XIV	167130	167819	.	.	.	YNL255C	protein_coding	793	172	623	581	904	226
XIV	187071	187509	.	.	.	YNL244C	protein_coding	330	70	342	166	549	126
XIV	252038	253927	.	.	.	YNL209W	protein_coding	6618	1687	4371	4082	5056	3712
XIV	331834	332056	.	.	.	YNL162W	protein_coding	304	212	464	339	642	468
XIV	359702	360639	.	.	.	YNL141W	protein_coding	357	45	243	270	278	131
XIV	366829	367222	.	.	.	YNL138W	protein_coding	135	29	70	39	114	38
XIV	371741	372241	.	.	.	YNL135C	protein_coding	726	89	784	201	931	152
XIV	378796	379474	.	.	.	YNL131W	protein_coding	313	45	405	207	447	109
XIV	412845	413231	.	.	.	YNL113W	protein_coding	104	18	82	50	109	14
XIV	412845	413231	.	.	.	YNL114C	protein_coding	104	18	82	50	109	14
XIV	424834	426769	.	.	.	YNL103W-A	protein_coding	574	89	319	290	538	308
XIV	424834	426769	.	.	.	YNL104C	protein_coding	574	89	319	290	538	308
XIV	443243	443904	.	.	.	YNL096C	protein_coding	703	52	883	67	921	69
XIV	444189	444354	.	.	.	YNL096C	protein_coding	93	6	65	0	88	8
XIV	478410	479138	.	.	.	YNL079C	protein_coding	374	115	283	148	478	159
XIV	493894	494572	.	.	.	YNL069C	protein_coding	1988	748	3283	1896	3832	2371
XIV	502135	502858	.	.	.	YNL066W	protein_coding	216	26	116	62	260	63
XIV	505774	507237	.	.	.	YNL064C	protein_coding	982	90	502	228	680	246
XIV	518027	518845	.	.	.	YNL055C	protein_coding	336	50	293	86	248	49
XIV	56562	57130	.	.	.	YNL307C	protein_coding	167	13	162	57	152	57
XIV	575423	576084	.	.	.	YNL031C	protein_coding	1355	174	1216	486	1563	286
XIV	576691	577134	.	.	.	YNL030W	protein_coding	581	175	544	590	915	259
XIV	602916	603621	.	.	.	YNL016W	protein_coding	260	28	265	85	249	70
XIV	603992	604475	.	.	.	YNL016W	protein_coding	156	22	133	47	148	32
XIV	613662	614406	.	.	.	YNL010W	protein_coding	322	146	390	514	570	324
XIV	618538	619600	.	.	.	YNL007C	protein_coding	505	37	250	146	360	56
XIV	61952	62405	.	.	.	YNL302C	protein_coding	1444	467	1726	1637	3121	2155
XIV	626510	626679	.	.	.	YNL002C	protein_coding	50	7	50	14	56	10
XIV	660747	661088	.	.	.	YNR016C	protein_coding	108	7	78	10	174	16
XIV	693498	693862	.	.	.	YNR035C	protein_coding	100	16	65	58	91	11
XV	1017927	1018714	.	.	.	YOR362C	protein_coding	242	41	124	147	235	87
XV	110248	110723	.	.	.	YOL109W	protein_coding	1353	394	977	1130	1617	240
XV	185881	186589	.	.	.	YOL077C	protein_coding	232	44	188	149	253	63
XV	253057	253617	.	.	.	YOL040C	protein_coding	998	61	1822	66	1743	101
XV	254265	254747	.	.	.	YOL039W	protein_coding	1092	228	1581	678	2280	1450
XV	255457	256043	.	.	.	YOL038W	protein_coding	194	52	145	115	252	69
XV	303664	303925	.	.	.	YOL012C	protein_coding	83	7	70	14	95	8
XV	338839	339960	.	.	.	YOR007C	protein_coding	707	181	393	441	665	470
XV	370510	370836	.	.	.	YOR020C	protein_coding	150	47	151	173	202	79
XV	413908	414095	.	.	.	YOR045W	protein_coding	68	11	57	34	64	7
XV	54537	55118	.	.	.	YOL143C	protein_coding	489	146	604	503	835	302
XV	54537	55118	.	.	.	YOL144W	protein_coding	489	146	604	503	835	302
XV	552141	552681	.	.	.	YOR122C	protein_coding	320	101	529	300	624	272
XV	60372	61058	.	.	.	YOL139C	protein_coding	529	142	632	649	876	278
XV	620120	620270	.	.	.	YOR153W	protein_coding	51	8	48	19	85	37
XV	648715	649023	.	.	.	YOR167C	protein_coding	616	206	609	527	976	624
XV	678158	678420	.	.	.	YOR182C	protein_coding	551	138	471	266	647	315
XV	718719	719769	.	.	.	YOR198C	protein_coding	331	45	240	78	294	55
XV	722977	723648	.	.	.	YOR204W	protein_coding	269	60	238	89	310	128
XV	724666	724910	.	.	.	YOR204W	protein_coding	101	13	103	27	127	25
XV	738352	738547	.	.	.	YOR210W	protein_coding	67	19	74	35	96	8
XV	760792	761177	.	.	.	YOR224C	protein_coding	147	42	174	157	269	75
XV	770820	772202	.	.	.	YOR230W	protein_coding	491	123	465	234	515	254
XV	774530	775271	.	.	.	YOR232W	protein_coding	235	58	204	125	298	50
XV	816029	816638	.	.	.	YOR261C	protein_coding	149	32	133	144	139	37
XV	867492	867907	.	.	.	YOR293W	protein_coding	995	325	1352	1189	1628	1139
XV	897000	898327	.	.	.	YOR309C	protein_coding	557	100	384	212	505	287
XV	897000	898327	.	.	.	YOR310C	protein_coding	557	100	384	212	505	287
XV	900248	900783	.	.	.	YOR312C	protein_coding	1604	492	2775	1754	3093	931
XV	92051	92478	.	.	.	YOL121C	protein_coding	887	275	1056	804	1637	460
XV	943683	944395	.	.	.	YOR331C	protein_coding	570	127	541	183	837	200
XV	943683	944395	.	.	.	YOR332W	protein_coding	570	127	541	183	837	200
XV	946178	946666	.	.	.	YOR335C	protein_coding	193	49	165	211	230	133
XV	946178	946666	.	.	.	YOR335W-A	protein_coding	193	49	165	211	230	133
XV	947824	949070	.	.	.	YOR335C	protein_coding	437	113	370	367	471	321
XV	965509	965804	.	.	.	YOR341W	protein_coding	76	15	76	59	139	53
XVI	100484	101368	.	.	.	YPL237W	protein_coding	489	89	480	309	627	124
XVI	100484	101368	.	.	.	YPL238C	protein_coding	489	89	480	309	627	124
XVI	108692	110012	.	.	.	YPL231W	protein_coding	422	168	434	491	811	386
XVI	114014	114334	.	.	.	YPL231W	protein_coding	140	60	98	136	339	116
XVI	125070	125452	.	.	.	YPL226W	protein_coding	107	24	104	55	161	58
XVI	126029	126448	.	.	.	YPL225W	protein_coding	162	51	126	181	195	70
XVI	138845	139425	.	.	.	YPL218W	protein_coding	339	87	414	331	567	401
XVI	174015	174767	.	.	.	YPL197C	protein_coding	1100	174	1374	470	1270	499
XVI	174015	174767	.	.	.	YPL198W	protein_coding	1100	174	1374	470	1270	499
XVI	193599	194337	.	.	.	YPL187W	protein_coding	1521	221	1347	420	1579	322
XVI	247022	247928	.	.	.	YPL160W	protein_coding	334	46	260	154	411	139
XVI	248763	248972	.	.	.	YPL160W	protein_coding	57	16	49	51	108	56
XVI	249269	249424	.	.	.	YPL160W	protein_coding	45	22	61	61	133	79
XVI	250101	250382	.	.	.	YPL160W	protein_coding	116	33	113	109	144	57
XVI	25101	25897	.	.	.	YPL273W	protein_coding	258	57	227	246	318	88
XVI	282612	282956	.	.	.	YPL142C	protein_coding	857	311	1213	1085	1629	797
XVI	282612	282956	.	.	.	YPL143W	protein_coding	857	311	1213	1085	1629	797
XVI	303081	304109	.	.	.	YPL131W	protein_coding	4717	753	3930	2689	4758	2619
XVI	350103	352320	.	.	.	YPL106C	protein_coding	1836	219	1791	395	1506	356
XVI	377277	378015	.	.	.	YPL090C	protein_coding	2437	1195	2348	2772	4214	2453
XVI	405468	406139	.	.	.	YPL081W	protein_coding	324	98	224	250	396	191
XVI	432583	434143	.	.	.	YPL061W	protein_coding	794	91	392	157	453	198
XVI	464436	464958	.	.	.	YPL048W	protein_coding	257	57	147	58	215	103
XVI	465148	465724	.	.	.	YPL048W	protein_coding	250	38	143	89	182	82
XVI	481406	481941	.	.	.	YPL037C	protein_coding	926	221	1216	727	1443	406
XVI	550535	551214	.	.	.	YPL004C	protein_coding	198	35	110	66	162	43
XVI	577604	577960	.	.	.	YPR010C	protein_coding	94	30	79	74	124	75
XVI	592260	593049	.	.	.	YPR016C	protein_coding	292	81	347	237	430	235
XVI	623676	624271	.	.	.	YPR028W	protein_coding	313	91	342	289	360	195
XVI	642147	643452	.	.	.	YPR035W	protein_coding	870	393	847	1033	1119	382
XVI	643823	645283	.	.	.	YPR036W	protein_coding	708	250	473	909	687	534
XVI	645908	646321	.	.	.	YPR036W-A	protein_coding	208	2	140	8	89	0
XVI	654522	654916	.	.	.	YPR043W	protein_coding	789	77	844	60	1183	363
XVI	654522	654916	.	.	.	YPR044C	protein_coding	789	77	844	60	1183	363
XVI	665586	665956	.	.	.	YPR052C	protein_coding	240	32	246	38	309	45
XVI	665586	665956	.	.	.	YPR053C	protein_coding	240	32	246	38	309	45
XVI	677281	678168	.	.	.	YPR062W	protein_coding	241	37	284	61	322	58
XVI	677281	678168	.	.	.	YPR063C	protein_coding	241	37	284	61	322	58
XVI	684558	685391	.	.	.	YPR069C	protein_coding	445	95	382	392	443	299
XVI	692735	694855	.	.	.	YPR074C	protein_coding	1859	340	1672	559	1838	699
XVI	731251	731786	.	.	.	YPR102C	protein_coding	1144	372	1574	1274	2101	1414
XVI	745761	746810	.	.	.	YPR110C	protein_coding	421	92	329	375	416	210
XVI	75602	76037	.	.	.	YPL249C-A	protein_coding	1394	287	1310	730	2295	377
XVI	75602	76037	.	.	.	YPL250W-A	protein_coding	1394	287	1310	730	2295	377
XVI	795321	795807	.	.	.	YPR132W	protein_coding	1510	597	1807	1594	3221	1893
XVI	822635	824325	.	.	.	YPR145W	protein_coding	825	310	793	961	1180	461
XVI	829877	830612	.	.	.	YPR149W	protein_coding	417	21	215	80	328	42
XVI	868578	869977	.	.	.	YPR163C	protein_coding	529	169	335	400	545	269
XVI	875190	876129	.	.	.	YPR165W	protein_coding	433	105	436	623	616	330
XVI	883478	883664	.	.	.	YPR170W-A	protein_coding	70	15	114	46	119	31
XVI	883478	883664	.	.	.	YPR170W-B	protein_coding	70	15	114	46	119	31
XVI	897282	897700	.	.	.	YPR181C	protein_coding	136	19	155	21	137	22
XVI	911388	911647	.	.	.	YPR187W	protein_coding	77	20	68	41	151	13
