chrom	start	end	name	score	strand	Gene_id	Biotype	IP1	IN1	IP2	IN2	IP3	IN3
VIII	211247	211549	.	.	.	YHR052W	protein_coding	33	27	80	72	42	26
VIII	225469	227101	.	.	.	YHR063W-A	protein_coding	411	491	1138	793	630	708
VIII	225469	227101	.	.	.	YHR064C	protein_coding	411	491	1138	793	630	708
VIII	232132	233385	.	.	.	YHR068W	protein_coding	264	211	619	330	360	717
VIII	241684	241930	.	.	.	YHR072W-A	protein_coding	66	73	162	125	59	83
VIII	282542	283283	.	.	.	YHR089C	protein_coding	322	123	806	196	227	146
VIII	33055	33522	.	.	.	YHL034C	protein_coding	75	33	219	30	151	87
VIII	33055	33522	.	.	.	YHL034W-A	protein_coding	75	33	219	30	151	87
VIII	33629	34066	.	.	.	YHL034C	protein_coding	92	19	173	11	88	84
VIII	33629	34066	.	.	.	YHL034W-A	protein_coding	92	19	173	11	88	84
VIII	34763	36017	.	.	.	YHL033C	protein_coding	1023	402	2244	655	879	863
VIII	362152	362953	.	.	.	YHR128W	protein_coding	274	84	732	81	225	167
VIII	422972	423525	.	.	.	YHR162W	protein_coding	294	232	611	488	193	317
VIII	423818	424512	.	.	.	YHR163W	protein_coding	149	86	359	146	97	184
VIII	443902	444052	.	.	.	YHR170W	protein_coding	19	26	45	29	16	22
VIII	444122	444535	.	.	.	YHR170W	protein_coding	51	62	143	86	55	58
VIII	451340	452748	.	.	.	YHR174W	protein_coding	8088	5448	19475	3421	15251	11738
VIII	462546	462972	.	.	.	YHR179W	protein_coding	90	22	182	15	80	58
VIII	463335	463778	.	.	.	YHR179W	protein_coding	67	38	192	28	85	56
VIII	470989	471342	.	.	.	YHR182C-A	protein_coding	269	573	491	483	175	273
VIII	470989	471342	.	.	.	YHR183W	protein_coding	269	573	491	483	175	273
VIII	487668	488254	.	.	.	YHR193C	protein_coding	564	195	1515	249	492	230
VIII	499160	499896	.	.	.	YHR200W	protein_coding	149	73	313	88	99	149
VIII	504356	505261	.	.	.	YHR203C	protein_coding	2217	1592	5047	2107	1690	1877
VIII	517746	518787	.	.	.	YHR208W	protein_coding	204	319	679	470	319	536
VIII	75422	76059	.	.	.	YHL015W	protein_coding	2236	1502	4270	3482	1775	2302
VIII	80539	81580	.	.	.	YHL011C	protein_coding	150	128	399	321	168	249
X	105087	105681	.	.	.	YJL167W	protein_coding	78	132	179	158	113	213
X	106523	106815	.	.	.	YJL166W	protein_coding	43	25	134	66	52	36
X	121540	121929	.	.	.	YJL159W	protein_coding	74	19	211	22	70	57
X	122085	122532	.	.	.	YJL158C	protein_coding	104	47	303	53	146	63
X	147196	147760	.	.	.	YJL143W	protein_coding	113	76	209	110	78	127
X	150945	151604	.	.	.	YJL140W	protein_coding	206	9	863	11	155	16
X	153365	154645	.	.	.	YJL138C	protein_coding	731	812	1574	1399	940	1521
X	156420	156799	.	.	.	YJL136C	protein_coding	819	706	1985	834	640	535
X	171702	172383	.	.	.	YJL130C	protein_coding	139	190	520	158	116	261
X	187112	187662	.	.	.	YJL124C	protein_coding	72	22	179	60	48	24
X	190358	191064	.	.	.	YJL120W	protein_coding	200	122	420	62	139	281
X	190358	191064	.	.	.	YJL121C	protein_coding	200	122	420	62	139	281
X	208134	208308	.	.	.	YJL111W	protein_coding	23	16	70	30	24	29
X	228197	228378	.	.	.	snR37	snoRNA	2724	9529	9034	6568	3530	10169
X	338633	338972	.	.	.	YJL052W	protein_coding	183	280	472	281	302	407
X	420241	420495	.	.	.	YJL008C	protein_coding	29	49	109	60	41	65
X	435341	436019	.	.	.	YJL001W	protein_coding	169	117	363	222	144	160
X	451046	451357	.	.	.	YJR007W	protein_coding	57	22	159	18	57	18
X	451803	451970	.	.	.	YJR007W	protein_coding	32	3	93	2	33	5
X	453688	454666	.	.	.	YJR009C	protein_coding	2066	2181	5451	1555	3080	2468
X	461935	462322	.	.	.	YJR014W	protein_coding	50	10	122	2	70	38
X	464669	464854	.	.	.	YJR016C	protein_coding	93	206	271	183	128	290
X	519449	521399	.	.	.	YJR045C	protein_coding	400	342	1362	276	662	379
X	555966	556697	.	.	.	YJR064W	protein_coding	120	235	317	328	106	286
X	558757	558962	.	.	.	YJR065C	protein_coding	24	23	54	19	32	39
X	569612	570544	.	.	.	YJR070C	protein_coding	154	91	337	136	171	130
X	569612	570544	.	.	.	YJR071W	protein_coding	154	91	337	136	171	130
X	577764	578011	.	.	.	YJR077C	protein_coding	31	15	74	14	40	70
X	608614	608963	.	.	.	YJR094W-A	protein_coding	846	771	1883	1146	679	724
X	622500	623000	.	.	.	YJR104C	protein_coding	810	509	1772	563	1004	730
X	623662	623814	.	.	.	YJR105W	protein_coding	50	168	180	176	71	186
X	647892	649351	.	.	.	YJR121W	protein_coding	289	151	790	244	417	583
X	651886	652655	.	.	.	YJR123W	protein_coding	3929	2144	8790	4218	3040	4403
X	701984	702795	.	.	.	YJR145C	protein_coding	2960	2072	6413	3849	1860	3051
X	74208	74623	.	.	.	YJL191W	protein_coding	302	138	668	113	207	229
X	74792	75278	.	.	.	YJL190C	protein_coding	1123	724	2584	1731	774	1456
X	76305	76608	.	.	.	YJL188C	protein_coding	447	546	1471	578	386	752
X	76305	76608	.	.	.	YJL189W	protein_coding	447	546	1471	578	386	752
X	90769	91079	.	.	.	YJL177W	protein_coding	357	308	918	299	198	262
X	91318	91740	.	.	.	YJL177W	protein_coding	571	319	1199	528	369	322
XI	109249	109571	.	.	.	YKL180W	protein_coding	493	196	1314	176	333	421
XI	109789	110242	.	.	.	YKL180W	protein_coding	789	193	1791	296	632	758
XI	153367	153726	.	.	.	YKL160W	protein_coding	64	38	171	32	68	44
XI	159004	159354	.	.	.	YKL156C-A	protein_coding	270	197	711	281	241	196
XI	159004	159354	.	.	.	YKL156W	protein_coding	270	197	711	281	241	196
XI	163586	164340	.	.	.	YKL152C	protein_coding	6314	8092	13260	8434	8116	10841
XI	163586	164340	.	.	.	YKL153W	protein_coding	6314	8092	13260	8434	8116	10841
XI	180023	180234	.	.	.	YKL141W	protein_coding	28	12	67	29	31	33
XI	217426	218092	.	.	.	YKL120W	protein_coding	89	109	263	183	90	158
XI	218207	218358	.	.	.	YKL120W	protein_coding	19	37	67	56	37	38
XI	220328	221100	.	.	.	YKL117W	protein_coding	263	167	723	180	276	169
XI	25239	26401	.	.	.	YKL216W	protein_coding	617	856	1654	1614	722	1387
XI	259358	259695	.	.	.	YKL096W-A	protein_coding	133	22	363	33	186	45
XI	282896	283046	.	.	.	YKL081W	protein_coding	35	41	144	15	34	40
XI	283323	284668	.	.	.	YKL081W	protein_coding	592	197	1519	155	873	290
XI	284952	286206	.	.	.	YKL080W	protein_coding	506	252	1194	714	495	877
XI	314822	315403	.	.	.	YKL066W	protein_coding	84	71	209	110	52	46
XI	314822	315403	.	.	.	YKL067W	protein_coding	84	71	209	110	52	46
XI	326501	327425	.	.	.	YKL060C	protein_coding	6016	12902	14173	18995	9041	19821
XI	334241	334928	.	.	.	YKL056C	protein_coding	2943	2269	5798	4588	1862	3430
XI	34578	35070	.	.	.	YKL212W	protein_coding	54	47	114	51	50	69
XI	369946	370291	.	.	.	YKL035W	protein_coding	43	29	82	34	47	108
XI	371042	371437	.	.	.	YKL035W	protein_coding	58	68	119	89	64	132
XI	392486	392905	.	.	.	YKL024C	protein_coding	78	26	165	32	50	22
XI	407400	407925	.	.	.	YKL016C	protein_coding	104	53	205	110	73	83
XI	426354	427034	.	.	.	YKL009W	protein_coding	169	114	444	234	152	118
XI	429405	429688	.	.	.	YKL007W	protein_coding	30	18	60	41	19	13
XI	429794	430189	.	.	.	YKL007W	protein_coding	49	39	102	57	61	33
XI	432365	432788	.	.	.	YKL006W	protein_coding	853	445	1824	861	684	925
XI	520135	520718	.	.	.	YKR042W	protein_coding	73	26	345	26	91	136
XI	520872	521591	.	.	.	YKR043C	protein_coding	154	117	378	136	154	354
XI	525855	526517	.	.	.	YKR048C	protein_coding	84	125	192	114	122	257
XI	555070	556197	.	.	.	YKR059W	protein_coding	697	958	1605	1573	906	1875
XI	559103	559309	.	.	.	snR42	snoRNA	1546	3362	3413	4123	1847	2833
XI	579373	579668	.	.	.	YKR074W	protein_coding	41	26	83	63	41	20
XI	617836	618374	.	.	.	YKR094C	protein_coding	1232	794	2574	1309	845	842
XI	74854	75427	.	.	.	YKL196C	protein_coding	74	77	201	173	50	107
XI	80076	80426	.	.	.	YKL192C	protein_coding	63	6	122	4	56	25
XII	1002565	1004139	.	.	.	YLR432W	protein_coding	344	272	1019	414	381	843
XII	1017950	1018888	.	.	.	YLR441C	protein_coding	2785	1810	5789	3870	2190	2941
XII	1026712	1027852	.	.	.	YLR447C	protein_coding	468	406	888	959	505	622
XII	1029247	1030025	.	.	.	YLR448W	protein_coding	901	207	2081	241	816	331
XII	1031830	1031986	.	.	.	YLR449W	protein_coding	23	11	84	3	27	17
XII	110526	111514	.	.	.	YLL018C	protein_coding	182	179	453	108	190	284
XII	184146	184811	.	.	.	YLR021W	protein_coding	88	40	190	67	61	35
XII	184146	184811	.	.	.	YLR022C	protein_coding	88	40	190	67	61	35
XII	201928	202560	.	.	.	YLR029C	protein_coding	3530	3681	7731	7304	2978	5972
XII	231669	231953	.	.	.	YLR043C	protein_coding	188	105	419	145	171	363
XII	232336	234060	.	.	.	YLR044C	protein_coding	4943	3827	12455	2740	8002	3247
XII	242602	243571	.	.	.	YLR048W	protein_coding	1442	610	3478	833	1385	1287
XII	257985	258374	.	.	.	YLR058C	protein_coding	41	53	125	54	52	82
XII	258882	259267	.	.	.	YLR058C	protein_coding	49	16	86	14	38	48
XII	261090	261514	.	.	.	YLR060W	protein_coding	45	54	149	82	55	125
XII	262035	262720	.	.	.	YLR060W	protein_coding	109	148	311	250	155	203
XII	263574	263975	.	.	.	YLR061W	protein_coding	893	447	2087	646	557	967
XII	263574	263975	.	.	.	YLR062C	protein_coding	893	447	2087	646	557	967
XII	282965	283627	.	.	.	YLR075W	protein_coding	5565	3835	11393	6217	4016	7289
XII	282965	283627	.	.	.	YLR076C	protein_coding	5565	3835	11393	6217	4016	7289
XII	368823	369337	.	.	.	YLR109W	protein_coding	184	59	606	46	345	151
XII	369604	370081	.	.	.	YLR110C	protein_coding	588	206	1642	297	931	1178
XII	39679	40212	.	.	.	YLL050C	protein_coding	376	191	823	384	348	427
XII	410978	411129	.	.	.	YLR134W	protein_coding	39	23	67	27	54	25
XII	440468	441458	.	.	.	YLR150W	protein_coding	1218	389	2974	441	1330	1023
XII	47768	48621	.	.	.	YLL044W	protein_coding	2284	1007	5314	1420	1819	1939
XII	47768	48621	.	.	.	YLL045C	protein_coding	2284	1007	5314	1420	1819	1939
XII	506239	507398	.	.	.	YLR175W	protein_coding	191	135	589	115	266	211
XII	515327	515869	.	.	.	YLR180W	protein_coding	218	409	598	413	288	445
XII	523033	523355	.	.	.	YLR185W	protein_coding	616	409	1541	381	639	363
XII	523763	524366	.	.	.	YLR186W	protein_coding	79	38	187	68	71	67
XII	538611	539472	.	.	.	YLR192C	protein_coding	112	23	308	28	124	54
XII	546150	547469	.	.	.	YLR197W	protein_coding	337	495	871	666	415	417
XII	546150	547469	.	.	.	YLR198C	protein_coding	337	495	871	666	415	417
XII	559528	560676	.	.	.	YLR208W	protein_coding	180	160	492	324	241	220
XII	572087	573111	.	.	.	YLR216C	protein_coding	197	170	485	246	379	204
XII	572087	573111	.	.	.	YLR217W	protein_coding	197	170	485	246	379	204
XII	578256	578754	.	.	.	YLR221C	protein_coding	48	12	115	23	58	18
XII	604220	604883	.	.	.	YLR229C	protein_coding	148	47	367	146	111	161
XII	604220	604883	.	.	.	YLR230W	protein_coding	148	47	367	146	111	161
XII	625183	625336	.	.	.	YLR244C	protein_coding	21	25	55	25	32	18
XII	625464	626201	.	.	.	YLR244C	protein_coding	95	42	242	44	116	73
XII	658834	659403	.	.	.	YLR257W	protein_coding	67	31	185	94	92	71
XII	663253	663690	.	.	.	YLR259C	protein_coding	80	85	189	59	130	97
XII	664094	664528	.	.	.	YLR259C	protein_coding	95	101	258	92	157	129
XII	664600	664946	.	.	.	YLR259C	protein_coding	99	146	241	83	86	115
XII	669373	669663	.	.	.	YLR262C-A	protein_coding	89	77	259	111	60	58
XII	707603	707892	.	.	.	YLR285W	protein_coding	37	13	80	32	30	37
XII	712341	712702	.	.	.	YLR287C-A	protein_coding	532	452	1406	693	530	663
XII	718405	719068	.	.	.	YLR291C	protein_coding	73	13	146	5	65	71
XII	719857	720266	.	.	.	YLR292C	protein_coding	55	29	138	63	51	23
XII	720632	721403	.	.	.	YLR293C	protein_coding	378	55	1005	46	463	72
XII	730840	731616	.	.	.	YLR301W	protein_coding	222	197	498	322	248	230
XII	780941	781352	.	.	.	YLR325C	protein_coding	1140	793	2844	1358	736	1437
XII	795470	795911	.	.	.	YLR333C	protein_coding	648	491	1525	806	423	192
XII	805853	806890	.	.	.	YLR339C	protein_coding	1068	225	3030	147	1714	456
XII	805853	806890	.	.	.	YLR340W	protein_coding	1068	225	3030	147	1714	456
XII	819761	820238	.	.	.	YLR344W	protein_coding	401	219	1035	259	375	316
XII	829506	830289	.	.	.	YLR351C	protein_coding	126	85	247	141	96	128
XII	836232	837315	.	.	.	YLR354C	protein_coding	428	325	924	492	601	457
XII	837857	839277	.	.	.	YLR355C	protein_coding	901	590	2354	431	1419	1034
XII	898642	898868	.	.	.	YLR388W	protein_coding	80	83	277	66	81	121
XII	930930	931403	.	.	.	YLR406C	protein_coding	271	186	774	352	220	86
XII	95513	95945	.	.	.	YLL024C	protein_coding	639	898	1732	783	741	944
XII	96188	96504	.	.	.	YLL024C	protein_coding	296	620	971	431	439	656
XII	963835	964935	.	.	.	YLR420W	protein_coding	240	182	608	263	259	194
XII	965078	965413	.	.	.	YLR421C	protein_coding	43	17	112	28	41	25
XII	96593	97468	.	.	.	YLL024C	protein_coding	973	1080	2497	538	1070	1583
XIII	103899	104108	.	.	.	YML081C-A	protein_coding	29	19	68	18	29	13
XIII	110406	110826	.	.	.	YML079W	protein_coding	52	34	114	64	45	51
XIII	111077	111621	.	.	.	YML078W	protein_coding	110	26	244	27	106	62
XIII	120091	120298	.	.	.	YML074C	protein_coding	28	13	88	4	36	19
XIII	123149	123697	.	.	.	YML073C	protein_coding	561	153	1388	152	442	198
XIII	146495	147279	.	.	.	YML063W	protein_coding	4406	3069	9169	5633	3019	4780
XIII	159533	159827	.	.	.	YML058W	protein_coding	39	9	126	1	62	17
XIII	220181	220808	.	.	.	YML028W	protein_coding	634	690	1560	691	1033	786
XIII	22140	22616	.	.	.	YML124C	protein_coding	54	39	165	47	47	118
XIII	222833	223407	.	.	.	YML026C	protein_coding	1045	948	2312	1682	603	1101
XIII	246179	246861	.	.	.	YML012W	protein_coding	149	211	426	302	152	455
XIII	252153	252338	.	.	.	YML008C	protein_coding	22	6	53	8	22	27
XIII	252414	252886	.	.	.	YML008C	protein_coding	73	33	170	37	72	82
XIII	267149	267807	.	.	.	YML001W	protein_coding	136	108	292	228	125	128
XIII	272221	272817	.	.	.	YMR002W	protein_coding	143	124	328	226	143	128
XIII	291110	291675	.	.	.	YMR012W	protein_coding	68	71	213	96	74	125
XIII	347478	348164	.	.	.	YMR038C	protein_coding	137	128	323	173	171	80
XIII	411629	412163	.	.	.	YMR072W	protein_coding	100	59	232	84	94	70
XIII	413052	413388	.	.	.	YMR074C	protein_coding	68	57	153	88	44	90
XIII	425236	426279	.	.	.	YMR079W	protein_coding	162	89	310	92	201	107
XIII	434799	435928	.	.	.	YMR083W	protein_coding	319	432	706	461	434	524
XIII	463928	464758	.	.	.	YMR099C	protein_coding	191	167	406	312	221	250
XIII	49904	50883	.	.	.	YML110C	protein_coding	164	91	368	185	157	213
XIII	511354	511755	.	.	.	YMR122W-A	protein_coding	129	32	393	45	155	69
XIII	533175	533960	.	.	.	YMR131C	protein_coding	113	89	260	197	126	113
XIII	534139	534563	.	.	.	YMR131C	protein_coding	72	40	160	117	86	110
XIII	550118	550808	.	.	.	YMR142C	protein_coding	1761	718	3911	1223	1103	1948
XIII	552500	552966	.	.	.	YMR143W	protein_coding	839	512	1838	890	592	829
XIII	557498	558547	.	.	.	YMR146C	protein_coding	171	114	462	131	190	161
XIII	56583	57517	.	.	.	YML106W	protein_coding	436	294	1052	567	285	625
XIII	632401	633033	.	.	.	YMR186W	protein_coding	733	1375	1808	1625	757	1331
XIII	651674	651946	.	.	.	YMR194W	protein_coding	352	203	742	309	250	338
XIII	668709	669043	.	.	.	YMR203W	protein_coding	42	22	98	15	41	60
XIII	669389	669577	.	.	.	YMR203W	protein_coding	21	18	63	22	29	30
XIII	671809	672654	.	.	.	YMR205C	protein_coding	248	444	751	314	228	379
XIII	701808	703342	.	.	.	YMR217W	protein_coding	328	295	870	480	361	404
XIII	721633	722385	.	.	.	YMR226C	protein_coding	165	93	439	184	196	446
XIII	730556	731032	.	.	.	YMR229C	protein_coding	60	54	217	82	50	101
XIII	732829	733208	.	.	.	YMR230W	protein_coding	487	350	1058	727	332	758
XIII	741627	742669	.	.	.	YMR235C	protein_coding	256	75	473	98	212	299
XIII	743248	743481	.	.	.	YMR236W	protein_coding	35	17	70	31	19	26
XIII	753128	753749	.	.	.	YMR242C	protein_coding	1765	569	3898	1105	1000	1754
XIII	789236	789819	.	.	.	YMR260C	protein_coding	349	229	798	313	289	96
XIII	818972	819231	.	.	.	YMR276W	protein_coding	31	28	86	21	45	48
XIII	819465	819654	.	.	.	YMR276W	protein_coding	24	9	34	14	36	20
XIII	851163	851459	.	.	.	YMR290C	protein_coding	44	16	85	23	29	41
XIII	851163	851459	.	.	.	YMR290W-A	protein_coding	44	16	85	23	29	41
XIII	86055	86651	.	.	.	YML092C	protein_coding	73	69	154	100	76	114
XIII	863948	864278	.	.	.	YMR298W	protein_coding	41	13	89	27	53	47
XIII	892759	893207	.	.	.	YMR309C	protein_coding	70	68	148	85	53	54
XIII	901729	902486	.	.	.	YMR314W	protein_coding	160	98	362	161	142	127
XIII	97812	98591	.	.	.	YML085C	protein_coding	114	112	237	142	137	233
XIII	98659	99165	.	.	.	YML085C	protein_coding	100	109	264	80	105	180
XIV	108584	109079	.	.	.	YNL281W	protein_coding	104	82	270	71	127	130
XIV	167103	167773	.	.	.	YNL255C	protein_coding	487	374	1076	519	482	204
XIV	187066	187506	.	.	.	YNL244C	protein_coding	249	143	556	184	173	236
XIV	252104	252852	.	.	.	YNL209W	protein_coding	983	2062	2636	1801	1222	2379
XIV	253078	253317	.	.	.	YNL209W	protein_coding	360	825	930	825	563	950
XIV	253433	253872	.	.	.	YNL209W	protein_coding	640	1363	1793	1353	900	1640
XIV	254550	254974	.	.	.	YNL208W	protein_coding	146	131	324	120	158	311
XIV	284570	285069	.	.	.	YNL189W	protein_coding	51	29	125	65	57	90
XIV	302728	303381	.	.	.	YNL178W	protein_coding	3348	3870	7042	6317	2493	4730
XIV	331849	332234	.	.	.	YNL162W	protein_coding	470	459	1151	851	285	762
XIV	342528	343371	.	.	.	YNL155W	protein_coding	129	53	325	102	71	23
XIV	349355	349634	.	.	.	YNL149C	protein_coding	38	41	111	83	28	38
XIV	349355	349634	.	.	.	YNL150W	protein_coding	38	41	111	83	28	38
XIV	351146	351311	.	.	.	YNL147W	protein_coding	24	16	63	19	34	10
XIV	359737	360634	.	.	.	YNL141W	protein_coding	155	104	346	274	171	116
XIV	366863	367275	.	.	.	YNL138W	protein_coding	60	33	131	34	65	62
XIV	371689	372237	.	.	.	YNL135C	protein_coding	477	134	1057	203	397	362
XIV	378814	379484	.	.	.	YNL131W	protein_coding	214	134	523	176	211	163
XIV	412843	413295	.	.	.	YNL113W	protein_coding	79	68	178	65	67	34
XIV	412843	413295	.	.	.	YNL114C	protein_coding	79	68	178	65	67	34
XIV	413691	414646	.	.	.	YNL112W	protein_coding	218	304	575	489	203	573
XIV	416838	417263	.	.	.	YNL111C	protein_coding	57	24	111	52	40	16
XIV	443212	443908	.	.	.	YNL096C	protein_coding	485	88	1102	57	416	112
XIV	478409	479119	.	.	.	YNL079C	protein_coding	188	157	516	174	241	222
XIV	493812	494522	.	.	.	YNL069C	protein_coding	2182	1477	4284	2441	1426	2938
XIV	505757	507196	.	.	.	YNL064C	protein_coding	284	114	811	212	464	372
XIV	517991	518723	.	.	.	YNL055C	protein_coding	94	112	290	102	173	277
XIV	531866	532346	.	.	.	YNL052W	protein_coding	58	51	127	83	56	79
XIV	56460	56921	.	.	.	YNL307C	protein_coding	73	28	133	50	54	91
XIV	56994	57585	.	.	.	YNL307C	protein_coding	68	36	193	69	79	120
XIV	575419	576056	.	.	.	YNL031C	protein_coding	722	352	1778	508	709	448
XIV	576748	577135	.	.	.	YNL030W	protein_coding	375	383	992	589	376	246
XIV	602933	603651	.	.	.	YNL016W	protein_coding	124	93	327	86	110	153
XIV	604101	604610	.	.	.	YNL016W	protein_coding	70	35	165	63	74	59
XIV	613653	614468	.	.	.	YNL010W	protein_coding	362	254	819	473	255	432
XIV	61832	62390	.	.	.	YNL302C	protein_coding	1737	1045	3982	1795	898	2211
XIV	61832	62390	.	.	.	YNL303W	protein_coding	1737	1045	3982	1795	898	2211
XIV	618561	619567	.	.	.	YNL007C	protein_coding	170	115	403	156	207	77
XIV	626244	626395	.	.	.	YNL002C	protein_coding	17	10	61	13	30	12
XIV	63584	64067	.	.	.	YNL301C	protein_coding	432	465	916	534	374	473
XIV	660763	661054	.	.	.	YNR016C	protein_coding	35	8	175	11	30	57
XIV	662983	663300	.	.	.	YNR017W	protein_coding	39	16	105	18	51	22
XIV	664361	664644	.	.	.	YNR018W	protein_coding	46	17	114	22	42	30
XIV	693506	693768	.	.	.	YNR035C	protein_coding	29	27	79	52	44	22
XIV	707982	708264	.	.	.	YNR046W	protein_coding	38	13	92	6	31	23
XV	1017817	1018685	.	.	.	YOR362C	protein_coding	147	137	338	181	165	120
XV	1028188	1028629	.	.	.	YOR369C	protein_coding	4419	5927	10609	7835	3050	5507
XV	1042218	1042977	.	.	.	YOR375C	protein_coding	237	408	616	458	333	803
XV	110313	110721	.	.	.	YOL109W	protein_coding	689	917	1923	1311	825	223
XV	137168	137639	.	.	.	YOL097C	protein_coding	69	123	147	150	73	104
XV	159621	159989	.	.	.	YOL086C	protein_coding	1745	4501	4265	4162	3456	5269
XV	185868	186630	.	.	.	YOL077C	protein_coding	122	58	356	165	122	66
XV	253061	253596	.	.	.	YOL040C	protein_coding	559	40	1446	59	421	170
XV	254308	254748	.	.	.	YOL039W	protein_coding	897	507	2178	816	721	1643
XV	255421	256065	.	.	.	YOL038W	protein_coding	112	104	288	142	121	96
XV	303635	303930	.	.	.	YOL012C	protein_coding	40	15	108	13	31	18
XV	315874	316108	.	.	.	YOL005C	protein_coding	39	13	83	23	35	21
XV	338895	339945	.	.	.	YOR007C	protein_coding	325	231	790	449	435	617
XV	370504	370829	.	.	.	YOR020C	protein_coding	113	118	267	150	91	103
XV	372787	373335	.	.	.	YOR021C	protein_coding	75	51	214	103	67	93
XV	382669	382835	.	.	.	YOR027W	protein_coding	21	26	72	27	16	28
XV	415123	415369	.	.	.	YOR046C	protein_coding	31	27	70	37	32	36
XV	516532	516756	.	.	.	YOR102W	protein_coding	27	23	69	39	24	41
XV	516532	516756	.	.	.	YOR103C	protein_coding	27	23	69	39	24	41
XV	54568	55107	.	.	.	YOL143C	protein_coding	429	326	1027	493	334	546
XV	552138	552672	.	.	.	YOR122C	protein_coding	280	213	676	379	190	424
XV	60374	61018	.	.	.	YOL139C	protein_coding	471	347	1030	611	357	365
XV	605375	605627	.	.	.	YOR145C	protein_coding	36	22	96	41	32	14
XV	649418	650302	.	.	.	YOR168W	protein_coding	98	107	287	117	80	160
XV	651334	651729	.	.	.	YOR168W	protein_coding	45	61	128	95	41	67
XV	651334	651729	.	.	.	YOR169C	protein_coding	45	61	128	95	41	67
XV	678156	678407	.	.	.	YOR182C	protein_coding	266	271	827	303	182	406
XV	718714	719752	.	.	.	YOR198C	protein_coding	115	74	308	67	170	131
XV	722985	723393	.	.	.	YOR204W	protein_coding	90	138	206	56	52	95
XV	724340	724648	.	.	.	YOR204W	protein_coding	37	60	98	36	32	57
XV	738399	738759	.	.	.	YOR210W	protein_coding	78	54	206	102	64	56
XV	760792	761170	.	.	.	YOR224C	protein_coding	111	101	246	147	93	101
XV	770822	771061	.	.	.	YOR230W	protein_coding	32	51	90	39	43	72
XV	771138	771485	.	.	.	YOR230W	protein_coding	77	130	159	88	88	190
XV	771884	772170	.	.	.	YOR230W	protein_coding	70	121	169	94	64	153
XV	774559	775323	.	.	.	YOR232W	protein_coding	154	89	416	156	127	59
XV	796169	796620	.	.	.	YOR246C	protein_coding	60	66	113	98	46	72
XV	815965	816895	.	.	.	YOR261C	protein_coding	124	104	319	192	129	36
XV	850379	850729	.	.	.	YOR286W	protein_coding	49	27	94	44	45	59
XV	867546	867989	.	.	.	YOR293W	protein_coding	893	659	2055	1286	617	1548
XV	868433	869033	.	.	.	YOR294W	protein_coding	87	49	231	62	67	52
XV	877062	877699	.	.	.	YOR298C-A	protein_coding	341	365	782	629	380	410
XV	897449	898314	.	.	.	YOR310C	protein_coding	144	150	487	160	172	246
XV	900200	900756	.	.	.	YOR312C	protein_coding	1767	1006	3791	1794	988	981
XV	92007	92460	.	.	.	YOL121C	protein_coding	787	558	1881	854	458	468
XV	922266	922818	.	.	.	YOR323C	protein_coding	78	42	162	64	75	120
XV	930729	931031	.	.	.	YOR327C	protein_coding	51	33	111	58	31	36
XV	93333	93878	.	.	.	YOL120C	protein_coding	2486	3241	5201	3312	1554	3635
XV	943673	944396	.	.	.	YOR331C	protein_coding	446	154	964	189	370	270
XV	943673	944396	.	.	.	YOR332W	protein_coding	446	154	964	189	370	270
XV	946103	946616	.	.	.	YOR335C	protein_coding	104	122	248	196	77	153
XV	946103	946616	.	.	.	YOR335W-A	protein_coding	104	122	248	196	77	153
XV	959731	960078	.	.	.	YOR340C	protein_coding	36	17	83	10	23	21
XV	965657	965956	.	.	.	YOR341W	protein_coding	36	33	138	75	43	62
XVI	100517	101376	.	.	.	YPL237W	protein_coding	334	180	820	329	302	147
XVI	100517	101376	.	.	.	YPL238C	protein_coding	334	180	820	329	302	147
XVI	126026	126425	.	.	.	YPL225W	protein_coding	75	106	234	168	81	72
XVI	135797	136516	.	.	.	YPL220W	protein_coding	1394	989	2808	1690	758	1462
XVI	138847	139457	.	.	.	YPL218W	protein_coding	286	183	680	355	254	545
XVI	153545	154146	.	.	.	YPL211W	protein_coding	130	79	267	181	61	98
XVI	174019	174616	.	.	.	YPL197C	protein_coding	692	368	1589	508	731	539
XVI	174019	174616	.	.	.	YPL198W	protein_coding	692	368	1589	508	731	539
XVI	193630	194344	.	.	.	YPL187W	protein_coding	653	403	1848	472	870	640
XVI	212242	212750	.	.	.	YPL178W	protein_coding	67	23	152	49	61	29
XVI	247024	248158	.	.	.	YPL160W	protein_coding	182	141	594	231	135	312
XVI	250047	250362	.	.	.	YPL160W	protein_coding	61	102	228	144	69	111
XVI	25101	26066	.	.	.	YPL273W	protein_coding	164	181	473	299	165	238
XVI	282660	283092	.	.	.	YPL142C	protein_coding	746	641	1715	1234	555	1002
XVI	282660	283092	.	.	.	YPL143W	protein_coding	746	641	1715	1234	555	1002
XVI	303173	304097	.	.	.	YPL131W	protein_coding	2381	2102	5684	2958	2553	3953
XVI	328224	328716	.	.	.	YPL117C	protein_coding	80	86	195	134	64	95
XVI	350076	352256	.	.	.	YPL106C	protein_coding	674	508	1876	470	784	575
XVI	364328	364590	.	.	.	YPL098C	protein_coding	41	15	87	10	29	31
XVI	369993	370592	.	.	.	YPL094C	protein_coding	59	66	171	115	60	104
XVI	377215	377991	.	.	.	YPL090C	protein_coding	2554	1770	5357	2884	1551	2379
